asset_price,maturity,rate,div,ivol,eu_price
91.0631923827619,0.642760265126327,0.0739809868851908,0.0693253221021692,0.31286442093559397,13.8198291605921
110.07250973248001,0.521320501607319,0.00660667657518414,0.0,0.422221390715668,8.15987585642033
123.290016313965,3.27454059918405,0.0143712042269598,0.0629657091842641,0.423808815086342,26.824776064011502
111.359565907505,0.923812798094542,0.0866466034728179,0.0961511747405499,0.439508377046601,11.885100878294198
115.766400780066,0.47496154251452793,0.0322432180892803,0.0603285778351385,0.4178933552570421,6.32606598973783
103.139236117228,0.17990422045339896,0.076288154825947,0.0768909783045528,0.572587056554701,8.217122361268789
74.05073720235549,0.7907188773062909,0.0880592749892691,0.0393179574099898,0.20446746121301104,21.9872848589322
104.49624397054001,0.43489845121243603,0.0505242019774763,0.0742079817327918,0.454640851355272,10.255830539800801
81.963481280668,0.539652798648014,0.0470765207517435,0.0964360072814275,0.218115288496898,20.1865726849745
101.091629937869,2.17145776647348,0.0684876799827849,0.0370717709875839,0.159698123898653,5.32624564036619
127.086966374235,0.6509610324497049,0.0294902847576646,0.000363151189069801,0.403651970342817,4.380943525492349
77.0961045587384,0.8642419158062801,0.0654927301547199,0.00899137512048108,0.325068848482948,21.650437090190803
128.116591802749,0.6747362493384069,0.0906394473084721,0.0,0.32936274682443395,1.86358117792355
121.637609942712,0.54808741179632,0.0802881776618379,0.0,0.430972375952826,4.46794261488617
73.38221113579641,4.68656039498624,0.0718142499041486,0.0,0.48514275740183005,28.026348327020198
118.610675495042,0.41246427807281705,0.0693981908414364,0.0113485888411128,0.275109006720552,1.29141995950242
86.4574432885733,0.119871149814565,0.059992601356358,0.000863933581821519,0.431004799179567,14.152113337235301
71.091005840096,0.143483738233395,0.0644434203257126,0.0200889288190516,0.308079294984898,28.199094570714003
91.26607232939341,4.18460844142023,0.0377995234721657,0.0,0.5209645763456551,32.9608747343357
107.953844980934,0.973802814485278,0.0615441889732375,0.0924191443315518,0.5164584095376079,17.2335371083715
91.7171733015024,3.96662094269553,0.0073735642081489295,0.020604712970743,0.22822049611457396,23.369336916477604
100.795662895577,0.350906942809581,0.0209278569439063,0.0,0.406730368406438,8.84733219608732
129.919806505774,0.7426706716979441,0.0312976764031236,0.0498194866686777,0.391124582263614,4.9707878473569505
113.114905259748,0.18830082455214703,0.0878981810226337,0.0,0.370369668562205,1.79544980491974
122.493640756243,4.65592727326556,0.0203069808672754,0.0478515095408095,0.5349705161790039,37.771718801674
95.59164209646059,0.8062024398203559,0.025605059917694,0.0995446358181724,0.232389513237815,13.5526258880816
